ID,PROJDATE,PROJECT,CATEGORY,COUNTRY,CLIENTID,GROSSSALES,DISCOUNT,NETSALES,COSTOFSALES,GROSSINCOME,OTHERINCOME,TOTALTAXABLEINCOME,OSD40,NETTAXABLEINCOME,ATAXRATE,TAXDUE,CWHTPQ,NETTAXPAYABLE,PROFITAFTERTAX,DIVIDEND,RETAINEDEARNINGS,CSAT
1861,2021-02-03,P101861,IT06,GERMANY,C2010,96769.65,2944.40,93825.25,28637.65,65187.60,4011.15,69198.75,27679.50,41519.25,0.30,12455.78,1868.37,10587.41,29063.48,5812.70,23250.78,7.45
1862,2021-02-04,P101862,IT03,SPAIN,C2020,169928.22,1878.06,168050.16,21825.56,146224.60,4949.36,151173.96,60469.58,90704.38,0.30,27211.31,4081.70,23129.62,63493.06,12698.61,50794.45,7.45
1863,2021-02-05,P101863,IT05,SPAIN,C2002,163753.67,4672.45,159081.22,26149.07,132932.15,4451.36,137383.51,54953.40,82430.11,0.30,24729.03,3709.35,21019.68,57701.07,11540.21,46160.86,7.92
1864,2021-02-06,P101864,IT02,SPAIN,C2001,189669.24,2395.97,187273.27,16066.92,171206.35,805.46,172011.81,68804.72,103207.09,0.30,30962.13,4644.32,26317.81,72244.96,14448.99,57795.97,9.09
1865,2021-02-07,P101865,IT08,SPAIN,C2011,176754.04,2007.89,174746.15,14628.43,160117.72,3372.91,163490.63,65396.25,98094.38,0.30,29428.31,4414.25,25014.07,68666.06,13733.21,54932.85,9.60
1866,2021-02-08,P101866,IT07,SPAIN,C2001,119621.58,1720.61,117900.97,22481.10,95419.87,3964.58,99384.45,39753.78,59630.67,0.30,17889.20,2683.38,15205.82,41741.47,8348.29,33393.18,7.85
1867,2021-02-09,P101867,IT07,FRANCE,C2022,90783.08,4120.60,86662.48,23935.24,62727.24,3209.27,65936.51,26374.60,39561.91,0.30,11868.57,1780.29,10088.29,27693.33,5538.67,22154.67,9.08
1868,2021-02-10,P101868,IT02,GERMANY,C2021,139414.93,4340.89,135074.04,14722.66,120351.38,1380.07,121731.45,48692.58,73038.87,0.30,21911.66,3286.75,18624.91,51127.21,10225.44,40901.77,7.47
1869,2021-02-11,P101869,IT02,POLAND,C2024,122597.77,2433.64,120164.13,21524.23,98639.90,2260.48,100900.38,40360.15,60540.23,0.30,18162.07,2724.31,15437.76,42378.16,8475.63,33902.53,8.86
1870,2021-02-12,P101870,IT03,CANADA,C2005,156570.82,2229.27,154341.55,18947.17,135394.38,1684.27,137078.65,54831.46,82247.19,0.30,24674.16,3701.12,20973.03,57573.03,11514.61,46058.43,8.29
1871,2021-02-13,P101871,IT07,FRANCE,C2010,185862.32,4402.59,181459.73,21656.38,159803.35,904.14,160707.49,64283.00,96424.49,0.30,28927.35,4339.10,24588.25,67497.15,13499.43,53997.72,7.95
1872,2021-02-14,P101872,IT04,CANADA,C2007,170884.97,4366.17,166518.80,28959.59,137559.21,1790.32,139349.53,55739.81,83609.72,0.30,25082.92,3762.44,21320.48,58526.80,11705.36,46821.44,7.42
1873,2021-02-15,P101873,IT08,CANADA,C2020,109623.24,1750.42,107872.82,10813.57,97059.25,2904.40,99963.65,39985.46,59978.19,0.30,17993.46,2699.02,15294.44,41984.73,8396.95,33587.79,7.65
1874,2021-02-16,P101874,IT05,POLAND,C2012,112732.51,1171.19,111561.32,20149.31,91412.01,4666.22,96078.23,38431.29,57646.94,0.30,17294.08,2594.11,14699.97,40352.86,8070.57,32282.29,9.74
1875,2021-02-17,P101875,IT08,POLAND,C2021,169282.75,1476.45,167806.30,18565.17,149241.13,3022.24,152263.37,60905.35,91358.02,0.30,27407.41,4111.11,23296.30,63950.62,12790.12,51160.49,9.58
1876,2021-02-18,P101876,IT02,POLAND,C2022,130868.81,4321.82,126546.99,21432.55,105114.44,3375.09,108489.53,43395.81,65093.72,0.30,19528.12,2929.22,16598.90,45565.60,9113.12,36452.48,9.16
1877,2021-02-19,P101877,IT05,GERMANY,C2023,107736.16,4224.87,103511.29,11604.95,91906.34,4038.41,95944.75,38377.90,57566.85,0.30,17270.06,2590.51,14679.55,40296.80,8059.36,32237.44,9.26
1878,2021-02-20,P101878,IT06,GERMANY,C2001,193530.22,3600.76,189929.46,11931.06,177998.40,2625.46,180623.86,72249.54,108374.32,0.30,32512.29,4876.84,27635.45,75862.02,15172.40,60689.62,9.29
1879,2021-02-21,P101879,IT07,CANADA,C2010,111905.19,3847.71,108057.48,19622.69,88434.79,3349.58,91784.37,36713.75,55070.62,0.30,16521.19,2478.18,14043.01,38549.44,7709.89,30839.55,9.95
1880,2021-02-22,P101880,IT01,FRANCE,C2003,182774.89,2455.52,180319.37,22275.49,158043.88,2854.27,160898.15,64359.26,96538.89,0.30,28961.67,4344.25,24617.42,67577.22,13515.44,54061.78,9.76
1881,2021-02-23,P101881,IT05,CANADA,C2007,187195.52,1424.96,185770.56,18091.83,167678.73,4615.79,172294.52,68917.81,103376.71,0.30,31013.01,4651.95,26361.06,72363.70,14472.74,57890.96,8.59
1882,2021-02-24,P101882,IT03,CANADA,C2020,147241.43,4035.81,143205.62,15928.63,127276.99,966.33,128243.32,51297.33,76945.99,0.30,23083.80,3462.57,19621.23,53862.19,10772.44,43089.76,9.97
1883,2021-02-25,P101883,IT02,SPAIN,C2006,109231.11,3637.43,105593.68,13833.37,91760.31,4949.99,96710.30,38684.12,58026.18,0.30,17407.85,2611.18,14796.68,40618.33,8123.67,32494.66,8.06
1884,2021-02-26,P101884,IT06,SPAIN,C2021,156744.82,4651.69,152093.13,25760.42,126332.71,2631.49,128964.20,51585.68,77378.52,0.30,23213.56,3482.03,19731.52,54164.96,10832.99,43331.97,8.28
1885,2021-02-27,P101885,IT04,SPAIN,C2019,124933.85,3603.73,121330.12,17723.90,103606.22,1539.31,105145.53,42058.21,63087.32,0.30,18926.20,2838.93,16087.27,44161.12,8832.22,35328.90,8.39
1886,2021-02-28,P101886,IT02,SPAIN,C2002,116980.45,2290.62,114689.83,27479.31,87210.52,4405.54,91616.06,36646.42,54969.64,0.30,16490.89,2473.63,14017.26,38478.75,7695.75,30783.00,8.95
1887,2021-03-01,P101887,IT03,SPAIN,C2019,149709.41,3774.69,145934.72,16088.62,129846.10,2376.26,132222.36,52888.94,79333.42,0.30,23800.02,3570.00,20230.02,55533.39,11106.68,44426.71,9.11
1888,2021-03-02,P101888,IT03,SPAIN,C2007,94696.19,4750.24,89945.95,24781.72,65164.23,1214.01,66378.24,26551.30,39826.94,0.30,11948.08,1792.21,10155.87,27878.86,5575.77,22303.09,7.99
1889,2021-03-03,P101889,IT04,GERMANY,C2023,148519.51,1393.54,147125.97,17516.92,129609.05,3947.23,133556.28,53422.51,80133.77,0.30,24040.13,3606.02,20434.11,56093.64,11218.73,44874.91,7.71
1890,2021-03-04,P101890,IT07,SPAIN,C2014,96768.41,2008.47,94759.94,17260.19,77499.75,49.64,77549.39,31019.76,46529.63,0.30,13958.89,2093.83,11865.06,32570.74,6514.15,26056.60,7.57
1891,2021-03-05,P101891,IT04,SPAIN,C2018,133749.70,1776.71,131972.99,19405.80,112567.19,4431.97,116999.16,46799.66,70199.50,0.30,21059.85,3158.98,17900.87,49139.65,9827.93,39311.72,7.41
1892,2021-03-06,P101892,IT05,SPAIN,C2006,95716.03,2842.32,92873.71,29321.85,63551.86,4949.22,68501.08,27400.43,41100.65,0.30,12330.19,1849.53,10480.67,28770.45,5754.09,23016.36,9.92
1893,2021-03-07,P101893,IT07,SPAIN,C2019,109599.60,4411.56,105188.04,15216.64,89971.40,2927.71,92899.11,37159.64,55739.47,0.30,16721.84,2508.28,14213.56,39017.63,7803.53,31214.10,7.36
1894,2021-03-08,P101894,IT07,SPAIN,C2005,111750.87,1385.13,110365.74,27808.82,82556.92,286.06,82842.98,33137.19,49705.79,0.30,14911.74,2236.76,12674.98,34794.05,6958.81,27835.24,8.87
1895,2021-03-09,P101895,IT03,TURKEY,C2022,129663.77,4512.15,125151.62,21403.43,103748.19,2092.76,105840.95,42336.38,63504.57,0.30,19051.37,2857.71,16193.67,44453.20,8890.64,35562.56,8.85
1896,2021-03-10,P101896,IT02,TURKEY,C2020,111237.82,1730.47,109507.35,25022.96,84484.39,394.33,84878.72,33951.49,50927.23,0.30,15278.17,2291.73,12986.44,35649.06,7129.81,28519.25,9.66
1897,2021-03-11,P101897,IT07,TURKEY,C2002,130053.43,2086.95,127966.48,22329.84,105636.64,3320.96,108957.60,43583.04,65374.56,0.30,19612.37,2941.86,16670.51,45762.19,9152.44,36609.75,9.56
1898,2021-03-12,P101898,IT06,TURKEY,C2018,147829.69,1035.33,146794.36,24264.41,122529.95,3548.24,126078.19,50431.28,75646.91,0.30,22694.07,3404.11,19289.96,52952.84,10590.57,42362.27,9.39
1899,2021-03-13,P101899,IT01,TURKEY,C2015,189013.84,3717.41,185296.43,10800.83,174495.60,694.43,175190.03,70076.01,105114.02,0.30,31534.21,4730.13,26804.07,73579.81,14715.96,58863.85,9.17
1900,2021-03-14,P101900,IT03,TURKEY,C2008,164146.90,3694.98,160451.92,16418.57,144033.35,4402.92,148436.27,59374.51,89061.76,0.30,26718.53,4007.78,22710.75,62343.23,12468.65,49874.59,8.16
1901,2021-03-15,P101901,IT07,TURKEY,C2016,110582.27,4383.94,106198.33,19405.67,86792.66,4304.62,91097.28,36438.91,54658.37,0.30,16397.51,2459.63,13937.88,38260.86,7652.17,30608.69,8.44
1902,2021-03-16,P101902,IT04,TURKEY,C2023,137632.03,4961.28,132670.75,22821.36,109849.39,1244.06,111093.45,44437.38,66656.07,0.30,19996.82,2999.52,16997.30,46659.25,9331.85,37327.40,9.66
1903,2021-03-17,P101903,IT01,TURKEY,C2016,175674.79,1444.44,174230.35,11581.74,162648.61,4933.65,167582.26,67032.90,100549.36,0.30,30164.81,4524.72,25640.09,70384.55,14076.91,56307.64,8.23
1904,2021-03-18,P101904,IT07,TURKEY,C2016,94197.43,2006.62,92190.81,23243.84,68946.97,754.27,69701.24,27880.50,41820.74,0.30,12546.22,1881.93,10664.29,29274.52,5854.90,23419.62,9.47
1905,2021-03-19,P101905,IT07,TURKEY,C2002,160379.28,2029.66,158349.62,19209.14,139140.48,2441.55,141582.03,56632.81,84949.22,0.30,25484.77,3822.71,21662.05,59464.45,11892.89,47571.56,8.35
1906,2021-03-20,P101906,IT03,SPAIN,C2007,138118.29,4323.58,133794.71,14191.91,119602.80,1979.05,121581.85,48632.74,72949.11,0.30,21884.73,3282.71,18602.02,51064.38,10212.88,40851.50,9.89
1907,2021-03-21,P101907,IT03,SPAIN,C2015,92847.29,4179.33,88667.96,24773.76,63894.20,3927.77,67821.97,27128.79,40693.18,0.30,12207.95,1831.19,10376.76,28485.23,5697.05,22788.18,9.42
1908,2021-03-22,P101908,IT05,SPAIN,C2016,105433.54,4560.93,100872.61,19559.34,81313.27,1616.26,82929.53,33171.81,49757.72,0.30,14927.32,2239.10,12688.22,34830.40,6966.08,27864.32,8.58
1909,2021-03-23,P101909,IT05,TURKEY,C2020,116692.42,4996.08,111696.34,23731.23,87965.11,1123.92,89089.03,35635.61,53453.42,0.30,16036.03,2405.40,13630.62,37417.39,7483.48,29933.91,7.93
1910,2021-03-24,P101910,IT05,TURKEY,C2008,99050.32,2706.78,96343.54,23279.31,73064.23,268.92,73333.15,29333.26,43999.89,0.30,13199.97,1980.00,11219.97,30799.92,6159.98,24639.94,7.79
1911,2021-03-25,P101911,IT05,TURKEY,C2023,181975.01,1762.95,180212.06,10826.10,169385.96,4335.34,173721.30,69488.52,104232.78,0.30,31269.83,4690.48,26579.36,72962.95,14592.59,58370.36,8.05
1912,2021-03-26,P101912,IT05,TURKEY,C2016,169765.01,3161.65,166603.36,21683.85,144919.51,1207.76,146127.27,58450.91,87676.36,0.30,26302.91,3945.44,22357.47,61373.45,12274.69,49098.76,8.08
1913,2021-03-27,P101913,IT05,TURKEY,C2016,126132.21,1871.16,124261.05,29572.87,94688.18,1900.39,96588.57,38635.43,57953.14,0.30,17385.94,2607.89,14778.05,40567.20,8113.44,32453.76,7.12
1914,2021-03-28,P101914,IT05,FRANCE,C2021,182898.01,2162.49,180735.52,16924.79,163810.73,2900.49,166711.22,66684.49,100026.73,0.30,30008.02,4501.20,25506.82,70018.71,14003.74,56014.97,7.81
1915,2021-03-29,P101915,IT05,CANADA,C2007,174159.14,1094.67,173064.47,19960.74,153103.73,353.62,153457.35,61382.94,92074.41,0.30,27622.32,4143.35,23478.97,64452.09,12890.42,51561.67,7.31
1916,2021-03-30,P101916,IT02,CANADA,C2020,150329.69,3031.87,147297.82,15769.40,131528.42,974.13,132502.55,53001.02,79501.53,0.30,23850.46,3577.57,20272.89,55651.07,11130.21,44520.86,9.94
1917,2021-03-31,P101917,IT07,SPAIN,C2013,159374.17,4750.13,154624.04,27257.18,127366.86,4878.04,132244.90,52897.96,79346.94,0.30,23804.08,3570.61,20233.47,55542.86,11108.57,44434.29,9.23
1918,2021-04-01,P101918,IT04,SPAIN,C2015,110197.39,1101.83,109095.56,17414.73,91680.83,4487.36,96168.19,38467.28,57700.91,0.30,17310.27,2596.54,14713.73,40390.64,8078.13,32312.51,8.11
1919,2021-04-02,P101919,IT03,SPAIN,C2005,124269.18,4046.31,120222.87,29421.01,90801.86,4439.67,95241.53,38096.61,57144.92,0.30,17143.48,2571.52,14571.95,40001.44,8000.29,32001.15,7.04
1920,2021-04-03,P101920,IT07,SPAIN,C2007,186422.97,2105.98,184316.99,23355.01,160961.98,3451.85,164413.83,65765.53,98648.30,0.30,29594.49,4439.17,25155.32,69053.81,13810.76,55243.05,8.69
1921,2021-04-04,P101921,IT06,SPAIN,C2004,122444.04,1842.77,120601.27,11697.28,108903.99,3093.07,111997.06,44798.82,67198.24,0.30,20159.47,3023.92,17135.55,47038.77,9407.75,37631.01,9.42
1922,2021-04-05,P101922,IT02,SPAIN,C2013,159623.40,3864.93,155758.47,29592.49,126165.98,1728.79,127894.77,51157.91,76736.86,0.30,23021.06,3453.16,19567.90,53715.80,10743.16,42972.64,7.89
1923,2021-04-06,P101923,IT05,GERMANY,C2010,138171.32,3704.50,134466.82,16319.84,118146.98,4868.24,123015.22,49206.09,73809.13,0.30,22142.74,3321.41,18821.33,51666.39,10333.28,41333.11,9.36
1924,2021-04-07,P101924,IT06,SPAIN,C2016,190841.58,4498.34,186343.24,10130.98,176212.26,158.48,176370.74,70548.30,105822.44,0.30,31746.73,4762.01,26984.72,74075.71,14815.14,59260.57,8.24
1925,2021-04-08,P101925,IT04,SPAIN,C2013,193454.33,2355.62,191098.71,28182.07,162916.64,4160.42,167077.06,66830.82,100246.24,0.30,30073.87,4511.08,25562.79,70172.37,14034.47,56137.89,7.75
1926,2021-04-09,P101926,IT07,SPAIN,C2001,149182.35,4444.05,144738.30,15781.02,128957.28,2978.71,131935.99,52774.40,79161.59,0.30,23748.48,3562.27,20186.21,55413.12,11082.62,44330.49,9.20
1927,2021-04-10,P101927,IT05,SPAIN,C2012,90463.23,3900.22,86563.01,16305.20,70257.81,4185.43,74443.24,29777.30,44665.94,0.30,13399.78,2009.97,11389.82,31266.16,6253.23,25012.93,7.76
1928,2021-04-11,P101928,IT06,SPAIN,C2013,122557.25,2191.86,120365.39,18618.33,101747.06,435.11,102182.17,40872.87,61309.30,0.30,18392.79,2758.92,15633.87,42916.51,8583.30,34333.21,7.07
1929,2021-04-12,P101929,IT08,FRANCE,C2021,155743.81,3557.63,152186.18,16904.05,135282.13,4259.31,139541.44,55816.58,83724.86,0.30,25117.46,3767.62,21349.84,58607.40,11721.48,46885.92,9.22
1930,2021-04-13,P101930,IT04,GERMANY,C2003,117970.14,2281.49,115688.65,29588.67,86099.98,3036.40,89136.38,35654.55,53481.83,0.30,16044.55,2406.68,13637.87,37437.28,7487.46,29949.82,9.70
1931,2021-04-14,P101931,IT01,POLAND,C2016,95582.07,4740.18,90841.89,27465.96,63375.93,2061.53,65437.46,26174.98,39262.48,0.30,11778.74,1766.81,10011.93,27483.73,5496.75,21986.99,9.86
1932,2021-04-15,P101932,IT03,CANADA,C2022,161769.77,1820.87,159948.90,27572.72,132376.18,2728.36,135104.54,54041.82,81062.72,0.30,24318.82,3647.82,20670.99,56743.91,11348.78,45395.13,7.51
1933,2021-04-16,P101933,IT06,FRANCE,C2013,182770.20,3061.35,179708.85,28261.43,151447.42,2242.87,153690.29,61476.12,92214.17,0.30,27664.25,4149.64,23514.61,64549.92,12909.98,51639.94,9.57
1934,2021-04-17,P101934,IT07,CANADA,C2004,180696.91,3803.88,176893.03,26217.76,150675.27,1457.28,152132.55,60853.02,91279.53,0.30,27383.86,4107.58,23276.28,63895.67,12779.13,51116.54,8.23
1935,2021-04-18,P101935,IT07,CANADA,C2009,133783.55,2175.56,131607.99,19291.62,112316.37,3775.70,116092.07,46436.83,69655.24,0.30,20896.57,3134.49,17762.09,48758.67,9751.73,39006.94,7.64
1936,2021-04-19,P101936,IT06,POLAND,C2025,106802.75,2138.37,104664.38,29656.89,75007.49,2187.13,77194.62,30877.85,46316.77,0.30,13895.03,2084.25,11810.78,32421.74,6484.35,25937.39,7.99
1937,2021-04-20,P101937,IT05,POLAND,C2010,130143.81,2026.36,128117.45,10677.56,117439.89,4376.85,121816.74,48726.70,73090.04,0.30,21927.01,3289.05,18637.96,51163.03,10232.61,40930.42,8.17
1938,2021-04-21,P101938,IT06,POLAND,C2013,173621.50,3164.88,170456.62,17736.88,152719.74,4869.14,157588.88,63035.55,94553.33,0.30,28366.00,4254.90,24111.10,66187.33,13237.47,52949.86,7.34
1939,2021-04-22,P101939,IT07,GERMANY,C2001,108776.13,3811.63,104964.50,13124.03,91840.47,1151.22,92991.69,37196.68,55795.01,0.30,16738.50,2510.78,14227.73,39056.51,7811.30,31245.21,8.69
1940,2021-04-23,P101940,IT03,GERMANY,C2005,114899.32,2898.89,112000.43,10429.80,101570.63,3406.56,104977.19,41990.88,62986.31,0.30,18895.89,2834.38,16061.51,44090.42,8818.08,35272.34,7.31
1941,2021-04-24,P101941,IT02,CANADA,C2022,149762.44,2343.80,147418.64,27405.15,120013.49,3666.49,123679.98,49471.99,74207.99,0.30,22262.40,3339.36,18923.04,51945.59,10389.12,41556.47,9.41
1942,2021-04-25,P101942,IT06,FRANCE,C2005,165541.25,3729.61,161811.64,29571.05,132240.59,3467.83,135708.42,54283.37,81425.05,0.30,24427.52,3664.13,20763.39,56997.54,11399.51,45598.03,8.11
1943,2021-04-26,P101943,IT04,CANADA,C2021,110187.60,3253.21,106934.39,19205.06,87729.33,341.89,88071.22,35228.49,52842.73,0.30,15852.82,2377.92,13474.90,36989.91,7397.98,29591.93,9.10
1944,2021-04-27,P101944,IT05,CANADA,C2024,127903.59,2435.48,125468.11,16157.82,109310.29,4886.02,114196.31,45678.52,68517.79,0.30,20555.34,3083.30,17472.04,47962.45,9592.49,38369.96,7.80
1945,2021-04-28,P101945,IT04,SPAIN,C2010,117638.44,4816.78,112821.66,20529.62,92292.04,3488.63,95780.67,38312.27,57468.40,0.30,17240.52,2586.08,14654.44,40227.88,8045.58,32182.31,9.76
1946,2021-04-29,P101946,IT07,SPAIN,C2017,173441.49,2640.73,170800.76,20776.10,150024.66,3363.56,153388.22,61355.29,92032.93,0.30,27609.88,4141.48,23468.40,64423.05,12884.61,51538.44,9.39
1947,2021-04-30,P101947,IT05,SPAIN,C2001,182098.57,1871.37,180227.20,27288.26,152938.94,2833.14,155772.08,62308.83,93463.25,0.30,28038.97,4205.85,23833.13,65424.27,13084.85,52339.42,8.99
1948,2021-05-01,P101948,IT02,SPAIN,C2012,93212.12,3545.10,89667.02,12315.23,77351.79,1557.87,78909.66,31563.86,47345.80,0.30,14203.74,2130.56,12073.18,33142.06,6628.41,26513.65,7.28
1949,2021-05-02,P101949,IT07,SPAIN,C2015,177801.23,2630.33,175170.90,20299.53,154871.37,3476.72,158348.09,63339.24,95008.85,0.30,28502.66,4275.40,24227.26,66506.20,13301.24,53204.96,9.95
1950,2021-05-03,P101950,IT02,SPAIN,C2022,107452.32,1242.11,106210.21,20103.31,86106.90,616.62,86723.52,34689.41,52034.11,0.30,15610.23,2341.54,13268.70,36423.88,7284.78,29139.10,9.36
1951,2021-05-04,P101951,IT08,GERMANY,C2022,94535.53,2675.39,91860.14,14096.71,77763.43,1289.94,79053.37,31621.35,47432.02,0.30,14229.61,2134.44,12095.17,33202.42,6640.48,26561.93,7.44
1952,2021-05-05,P101952,IT08,SPAIN,C2012,108461.67,4384.71,104076.96,27725.06,76351.90,4714.49,81066.39,32426.56,48639.83,0.30,14591.95,2188.79,12403.16,34047.88,6809.58,27238.31,8.22
1953,2021-05-06,P101953,IT07,SPAIN,C2022,189517.31,2747.53,186769.78,29952.20,156817.58,1266.46,158084.04,63233.62,94850.42,0.30,28455.13,4268.27,24186.86,66395.30,13279.06,53116.24,9.30
1954,2021-05-07,P101954,IT02,SPAIN,C2024,105996.70,1355.78,104640.92,13109.62,91531.30,3494.17,95025.47,38010.19,57015.28,0.30,17104.58,2565.69,14538.90,39910.70,7982.14,31928.56,7.01
1955,2021-05-08,P101955,IT05,SPAIN,C2005,116209.74,1536.98,114672.76,14732.76,99940.00,3581.09,103521.09,41408.44,62112.65,0.30,18633.80,2795.07,15838.73,43478.86,8695.77,34783.09,8.20
1956,2021-05-09,P101956,IT08,SPAIN,C2023,190221.11,3615.95,186605.16,26716.17,159888.99,4588.74,164477.73,65791.09,98686.64,0.30,29605.99,4440.90,25165.09,69080.65,13816.13,55264.52,7.64
1957,2021-05-10,P101957,IT02,TURKEY,C2023,106072.38,3851.46,102220.92,15995.04,86225.88,4098.80,90324.68,36129.87,54194.81,0.30,16258.44,2438.77,13819.68,37936.37,7587.27,30349.09,9.12
1958,2021-05-11,P101958,IT07,TURKEY,C2011,171805.30,4807.22,166998.08,25363.90,141634.18,4925.31,146559.49,58623.80,87935.69,0.30,26380.71,3957.11,22423.60,61554.99,12311.00,49243.99,9.95
1959,2021-05-12,P101959,IT03,TURKEY,C2020,107604.09,1344.82,106259.27,24316.54,81942.73,4665.65,86608.38,34643.35,51965.03,0.30,15589.51,2338.43,13251.08,36375.52,7275.10,29100.42,7.10
1960,2021-05-13,P101960,IT01,TURKEY,C2024,121061.33,1048.37,120012.96,22682.62,97330.34,4486.59,101816.93,40726.77,61090.16,0.30,18327.05,2749.06,15577.99,42763.11,8552.62,34210.49,9.44
1961,2021-05-14,P101961,IT08,TURKEY,C2004,133737.10,1248.70,132488.40,13552.90,118935.50,1485.62,120421.12,48168.45,72252.67,0.30,21675.80,3251.37,18424.43,50576.87,10115.37,40461.50,8.58
1962,2021-05-15,P101962,IT01,TURKEY,C2014,186005.76,4715.25,181290.51,14332.99,166957.52,111.68,167069.20,66827.68,100241.52,0.30,30072.46,4510.87,25561.59,70169.06,14033.81,56135.25,8.27
1963,2021-05-16,P101963,IT06,TURKEY,C2022,194505.08,3537.61,190967.47,14691.90,176275.57,836.93,177112.50,70845.00,106267.50,0.30,31880.25,4782.04,27098.21,74387.25,14877.45,59509.80,7.59
1964,2021-05-17,P101964,IT01,TURKEY,C2009,194613.80,2812.53,191801.27,24222.49,167578.78,4497.33,172076.11,68830.44,103245.67,0.30,30973.70,4646.05,26327.64,72271.97,14454.39,57817.57,9.05
1965,2021-05-18,P101965,IT03,TURKEY,C2017,165649.40,4886.04,160763.36,10261.71,150501.65,211.33,150712.98,60285.19,90427.79,0.30,27128.34,4069.25,23059.09,63299.45,12659.89,50639.56,7.75
1966,2021-05-19,P101966,IT06,TURKEY,C2012,165641.93,3223.47,162418.46,10739.59,151678.87,1943.78,153622.65,61449.06,92173.59,0.30,27652.08,4147.81,23504.27,64521.51,12904.30,51617.21,8.75
1967,2021-05-20,P101967,IT07,TURKEY,C2011,144189.82,4361.76,139828.06,14055.09,125772.97,1822.25,127595.22,51038.09,76557.13,0.30,22967.14,3445.07,19522.07,53589.99,10718.00,42871.99,7.99
1968,2021-05-21,P101968,IT04,SPAIN,C2018,106544.23,3825.36,102718.87,26929.27,75789.60,3081.03,78870.63,31548.25,47322.38,0.30,14196.71,2129.51,12067.21,33125.66,6625.13,26500.53,7.99
1969,2021-05-22,P101969,IT01,SPAIN,C2023,152833.87,4002.22,148831.65,10846.74,137984.91,3855.46,141840.37,56736.15,85104.22,0.30,25531.27,3829.69,21701.58,59572.96,11914.59,47658.36,7.46
1970,2021-05-23,P101970,IT08,SPAIN,C2018,185307.99,3820.04,181487.95,20839.94,160648.01,1552.39,162200.40,64880.16,97320.24,0.30,29196.07,4379.41,24816.66,68124.17,13624.83,54499.33,9.04
1971,2021-05-24,P101971,IT01,TURKEY,C2024,164509.45,2022.01,162487.44,24797.93,137689.51,3592.08,141281.59,56512.64,84768.95,0.30,25430.69,3814.60,21616.08,59338.27,11867.65,47470.61,8.35
1972,2021-05-25,P101972,IT05,TURKEY,C2001,188247.66,2896.12,185351.54,10622.10,174729.44,810.91,175540.35,70216.14,105324.21,0.30,31597.26,4739.59,26857.67,73726.95,14745.39,58981.56,9.94
1973,2021-05-26,P101973,IT01,TURKEY,C2011,93692.53,2522.72,91169.81,27911.01,63258.80,3641.50,66900.30,26760.12,40140.18,0.30,12042.05,1806.31,10235.75,28098.13,5619.63,22478.50,9.97
1974,2021-05-27,P101974,IT05,TURKEY,C2008,102502.23,1039.55,101462.68,11485.64,89977.04,4941.09,94918.13,37967.25,56950.88,0.30,17085.26,2562.79,14522.47,39865.61,7973.12,31892.49,7.44
1975,2021-05-28,P101975,IT07,TURKEY,C2018,90359.79,3356.47,87003.32,29979.40,57023.92,1291.10,58315.02,23326.01,34989.01,0.30,10496.70,1574.51,8922.20,24492.31,4898.46,19593.85,9.45
1976,2021-05-29,P101976,IT02,FRANCE,C2021,134323.22,3280.72,131042.50,27028.18,104014.32,1378.95,105393.27,42157.31,63235.96,0.30,18970.79,2845.62,16125.17,44265.17,8853.03,35412.14,7.19
1977,2021-05-30,P101977,IT08,CANADA,C2015,191799.87,2601.50,189198.37,29439.86,159758.51,3163.09,162921.60,65168.64,97752.96,0.30,29325.89,4398.88,24927.00,68427.07,13685.41,54741.66,8.99
1978,2021-05-31,P101978,IT06,CANADA,C2020,173402.67,2780.97,170621.70,23896.27,146725.43,2125.61,148851.04,59540.42,89310.62,0.30,26793.19,4018.98,22774.21,62517.44,12503.49,50013.95,9.44
1979,2021-06-01,P101979,IT08,SPAIN,C2017,106926.15,4186.76,102739.39,10336.88,92402.51,2890.73,95293.24,38117.30,57175.94,0.30,17152.78,2572.92,14579.87,40023.16,8004.63,32018.53,8.58
1980,2021-06-02,P101980,IT05,SPAIN,C2020,130454.93,2020.14,128434.79,28825.56,99609.23,859.20,100468.43,40187.37,60281.06,0.30,18084.32,2712.65,15371.67,42196.74,8439.35,33757.39,9.40
1981,2021-06-03,P101981,IT03,SPAIN,C2002,148083.41,3645.64,144437.77,25892.55,118545.22,3419.12,121964.34,48785.74,73178.60,0.30,21953.58,3293.04,18660.54,51225.02,10245.00,40980.02,8.05
1982,2021-06-04,P101982,IT03,SPAIN,C2009,189219.45,1288.13,187931.32,16771.21,171160.11,4595.38,175755.49,70302.20,105453.29,0.30,31635.99,4745.40,26890.59,73817.31,14763.46,59053.84,8.40
1983,2021-06-05,P101983,IT03,SPAIN,C2020,125963.17,1101.93,124861.24,28684.20,96177.04,2143.27,98320.31,39328.12,58992.19,0.30,17697.66,2654.65,15043.01,41294.53,8258.91,33035.62,9.83
1984,2021-06-06,P101984,IT01,SPAIN,C2003,106490.07,4469.43,102020.64,21497.83,80522.81,1256.14,81778.95,32711.58,49067.37,0.30,14720.21,2208.03,12512.18,34347.16,6869.43,27477.73,8.22
